row_id,order_id,order_date,ship_date,ship_mode,customer_id,segment,postal_code,product_id,sale,quantity,discount,profit
1120,CA-2021-142755,2021-09-04,2021-09-08,"standard class",CS-12355,consumer,30076,OFF-PA-10000141,4.36,2,0,2.05
1121,CA-2021-142755,2021-09-04,2021-09-08,"standard class",CS-12355,consumer,30076,OFF-EN-10004459,15.28,2,0,7.49
1122,US-2020-147627,2020-01-20,2020-01-26,"standard class",HL-15040,consumer,72401,TEC-PH-10001061,699.93,7,0,181.98
1123,US-2020-147627,2020-01-20,2020-01-26,"standard class",HL-15040,consumer,72401,OFF-AR-10002375,22.96,7,0,6.66
1124,US-2020-147627,2020-01-20,2020-01-26,"standard class",HL-15040,consumer,72401,FUR-FU-10003194,38.6,4,0,11.58
1125,US-2020-147627,2020-01-20,2020-01-26,"standard class",HL-15040,consumer,72401,OFF-AR-10003811,6.63,3,0,1.79
1126,US-2020-147627,2020-01-20,2020-01-26,"standard class",HL-15040,consumer,72401,OFF-EN-10001539,23.34,3,0,10.97
1127,US-2020-147627,2020-01-20,2020-01-26,"standard class",HL-15040,consumer,72401,FUR-CH-10002331,1067.94,3,0,224.27
1128,CA-2021-105970,2021-03-02,2021-03-07,"standard class",PA-19060,"home office",47374,OFF-AR-10003156,10.16,1,0,2.64
1129,CA-2021-105970,2021-03-02,2021-03-07,"standard class",PA-19060,"home office",47374,OFF-EN-10001532,101.88,6,0,50.94
1130,CA-2022-112102,2022-04-12,2022-04-16,"standard class",BD-11605,consumer,22153,FUR-TA-10004086,343.92,4,0,75.66
1131,CA-2022-112102,2022-04-12,2022-04-16,"standard class",BD-11605,consumer,22153,OFF-PA-10000100,40.99,1,0,20.09
1132,CA-2022-112102,2022-04-12,2022-04-16,"standard class",BD-11605,consumer,22153,OFF-EN-10002500,63.9,5,0,28.76
1133,US-2022-114776,2022-12-06,2022-12-07,"first class",GG-14650,corporate,94509,OFF-PA-10004100,19.44,3,0,9.33
1134,US-2022-134908,2022-06-05,2022-06-09,"standard class",JS-15940,"home office",19134,OFF-ST-10003479,124.61,4,0.2,-23.36
1135,US-2022-134908,2022-06-05,2022-06-09,"standard class",JS-15940,"home office",19134,OFF-LA-10000973,7.56,3,0.2,2.65
1136,US-2022-148803,2022-12-11,2022-12-11,"same day",LR-16915,consumer,33030,OFF-ST-10001476,85.22,3,0.2,7.46
1137,CA-2022-152170,2022-11-12,2022-11-15,"second class",FH-14275,corporate,46350,OFF-EN-10002831,287.52,8,0,129.38
1138,CA-2022-152170,2022-11-12,2022-11-15,"second class",FH-14275,corporate,46350,OFF-AP-10002350,37.68,2,0,10.55
1139,CA-2022-152170,2022-11-12,2022-11-15,"second class",FH-14275,corporate,46350,OFF-PA-10001763,19.98,2,0,8.99
1140,CA-2022-152170,2022-11-12,2022-11-15,"second class",FH-14275,corporate,46350,OFF-AR-10003394,20.58,7,0,5.56
1141,CA-2022-152170,2022-11-12,2022-11-15,"second class",FH-14275,corporate,46350,OFF-BI-10002072,17.38,2,0,8.69
1142,CA-2020-146969,2020-09-29,2020-10-03,"standard class",AP-10915,consumer,90045,FUR-FU-10004188,204.6,2,0,53.2
1143,CA-2020-146969,2020-09-29,2020-10-03,"standard class",AP-10915,consumer,90045,OFF-FA-10001561,8.72,4,0,2.88
1144,CA-2020-146969,2020-09-29,2020-10-03,"standard class",AP-10915,consumer,90045,OFF-PA-10002105,6.48,1,0,3.11
1145,CA-2020-146969,2020-09-29,2020-10-03,"standard class",AP-10915,consumer,90045,TEC-MA-10004241,686.32,2,0.2,223.05
1146,CA-2020-146969,2020-09-29,2020-10-03,"standard class",AP-10915,consumer,90045,OFF-ST-10004340,62.18,1,0,16.79
1147,CA-2021-112452,2021-04-04,2021-04-04,"same day",NC-18340,consumer,48911,OFF-AP-10003849,644.08,2,0.1,107.35
1148,CA-2021-112452,2021-04-04,2021-04-04,"same day",NC-18340,consumer,48911,OFF-FA-10000735,5.84,2,0,2.63
1149,CA-2021-112452,2021-04-04,2021-04-04,"same day",NC-18340,consumer,48911,OFF-BI-10003350,12.76,2,0,5.87
1150,CA-2021-112452,2021-04-04,2021-04-04,"same day",NC-18340,consumer,48911,TEC-PH-10000307,10.95,1,0,0.44
1151,CA-2021-112452,2021-04-04,2021-04-04,"same day",NC-18340,consumer,48911,TEC-CO-10004202,599.98,2,0,209.99
1152,CA-2021-113971,2021-05-08,2021-05-14,"standard class",CB-12535,corporate,44221,FUR-FU-10001852,8.35,6,0.2,1.25
1153,CA-2022-160395,2022-12-31,2023-01-06,"standard class",KL-16555,corporate,89502,OFF-AR-10003759,3.64,2,0,1.64
1154,CA-2022-160395,2022-12-31,2023-01-06,"standard class",KL-16555,corporate,89502,OFF-BI-10003984,159.77,7,0.2,53.92
1155,CA-2020-136567,2020-12-20,2020-12-21,"first class",PS-19045,"home office",22801,OFF-ST-10004337,122.48,2,0,0
1156,CA-2020-136567,2020-12-20,2020-12-21,"first class",PS-19045,"home office",22801,FUR-TA-10001932,2244.48,7,0,493.79
1157,CA-2020-136567,2020-12-20,2020-12-21,"first class",PS-19045,"home office",22801,OFF-BI-10003982,62.31,3,0,29.29
1158,CA-2020-136567,2020-12-20,2020-12-21,"first class",PS-19045,"home office",22801,FUR-TA-10000617,455.1,2,0,100.12
1159,CA-2022-149314,2022-07-02,2022-07-07,"second class",GB-14530,corporate,90004,FUR-CH-10002126,195.18,1,0.2,19.52
1160,CA-2023-147039,2023-06-29,2023-07-04,"standard class",AA-10315,consumer,55407,OFF-AP-10000576,362.94,3,0,90.74
1161,CA-2023-147039,2023-06-29,2023-07-04,"standard class",AA-10315,consumer,55407,OFF-BI-10004654,11.54,2,0,5.77
1162,CA-2020-126522,2020-09-01,2020-09-05,"second class",LT-16765,consumer,92025,OFF-AR-10004042,53.94,3,0,15.64
1163,CA-2020-127964,2020-03-03,2020-03-08,"standard class",AP-10720,"home office",10035,TEC-PH-10004700,9.99,1,0,4.6
1164,CA-2020-127964,2020-03-03,2020-03-08,"standard class",AP-10720,"home office",10035,OFF-BI-10004593,125.76,3,0.2,40.87
1165,CA-2020-127964,2020-03-03,2020-03-08,"standard class",AP-10720,"home office",10035,OFF-BI-10003429,25.32,5,0.2,9.18
1166,CA-2020-117709,2020-05-04,2020-05-08,"standard class",PM-18940,consumer,49201,OFF-BI-10001294,46.8,4,0,21.06
1167,CA-2021-125416,2021-11-02,2021-11-02,"same day",KC-16540,consumer,98115,TEC-AC-10001552,447.93,9,0,49.27
1168,CA-2023-145226,2023-12-08,2023-12-10,"second class",DL-13315,consumer,10035,FUR-FU-10004952,109.48,2,0,33.94
1169,CA-2023-145226,2023-12-08,2023-12-10,"second class",DL-13315,consumer,10035,OFF-ST-10004123,272.94,3,0,0
1170,CA-2023-145226,2023-12-08,2023-12-10,"second class",DL-13315,consumer,10035,OFF-PA-10003172,19.44,3,0,9.33
1171,CA-2023-145226,2023-12-08,2023-12-10,"second class",DL-13315,consumer,10035,OFF-ST-10002352,31.92,4,0,8.3
1172,US-2020-100279,2020-03-10,2020-03-14,"standard class",SW-20275,consumer,48073,OFF-PA-10002259,22.38,2,0,10.74
1173,CA-2020-158064,2020-04-21,2020-04-25,"standard class",AA-10375,consumer,90008,OFF-BI-10002976,16.52,5,0.2,5.58
1174,US-2021-104430,2021-10-22,2021-10-26,"standard class",LT-17110,consumer,61701,OFF-BI-10000301,5.18,4,0.8,-7.76
1175,CA-2021-132080,2021-08-22,2021-08-25,"first class",DP-13105,corporate,10035,OFF-BI-10003694,50.11,6,0.2,16.29
1176,CA-2022-161207,2022-08-29,2022-09-03,"standard class",AB-10060,"home office",3301,OFF-SU-10000381,27.93,3,0,8.1
1177,CA-2020-120243,2020-12-27,2020-12-30,"second class",AT-10435,"home office",90004,OFF-LA-10004425,11.56,4,0,5.43
1178,CA-2022-113621,2022-12-01,2022-12-05,"standard class",JE-15745,consumer,20852,FUR-CH-10001270,172.5,2,0,51.75
1179,CA-2022-113621,2022-12-01,2022-12-05,"standard class",JE-15745,consumer,20852,TEC-PH-10003931,179.97,3,0,44.99
1180,CA-2022-168081,2022-04-24,2022-04-27,"second class",CA-12055,"home office",77070,TEC-AC-10003174,258.7,3,0.2,64.67
1181,CA-2020-128146,2020-06-21,2020-06-25,"standard class",DB-13060,consumer,8701,TEC-PH-10004539,1322.93,7,0,357.19
1182,CA-2020-128146,2020-06-21,2020-06-25,"standard class",DB-13060,consumer,8701,OFF-AR-10001919,3.76,2,0,1.09
1183,CA-2023-138779,2023-01-14,2023-01-15,"first class",RB-19570,consumer,28540,OFF-EN-10002504,21.74,1,0.2,7.34
1184,CA-2023-138779,2023-01-14,2023-01-15,"first class",RB-19570,consumer,28540,TEC-PH-10003655,7.92,5,0.2,0.69
1185,CA-2020-127131,2020-11-24,2020-11-30,"standard class",HR-14830,corporate,98103,OFF-BI-10004656,12.1,7,0.2,4.23
1186,CA-2020-127131,2020-11-24,2020-11-30,"standard class",HR-14830,corporate,98103,OFF-ST-10002344,485.88,6,0,9.72
1187,CA-2020-127131,2020-11-24,2020-11-30,"standard class",HR-14830,corporate,98103,OFF-PA-10001800,25.92,4,0,12.44
1188,CA-2020-127131,2020-11-24,2020-11-30,"standard class",HR-14830,corporate,98103,OFF-ST-10000036,197.58,2,0,53.35
1189,CA-2023-117212,2023-02-26,2023-02-28,"second class",BT-11530,"home office",90036,OFF-AP-10004532,81.92,4,0,22.12
1190,CA-2023-117212,2023-02-26,2023-02-28,"second class",BT-11530,"home office",90036,TEC-PH-10004447,889.54,8,0.2,66.72
1191,CA-2023-117212,2023-02-26,2023-02-28,"second class",BT-11530,"home office",90036,FUR-CH-10003973,892.22,3,0.2,89.22
1192,CA-2023-117212,2023-02-26,2023-02-28,"second class",BT-11530,"home office",90036,OFF-PA-10001970,223.92,4,0,109.72
1193,CA-2023-117212,2023-02-26,2023-02-28,"second class",BT-11530,"home office",90036,OFF-PA-10000682,23.12,4,0,11.33
1194,US-2021-130519,2021-09-15,2021-09-15,"same day",NG-18355,corporate,33065,OFF-PA-10001937,15.55,3,0.2,5.44
1195,US-2021-130519,2021-09-15,2021-09-15,"same day",NG-18355,corporate,33065,FUR-FU-10002268,15.71,4,0.2,2.55
1196,US-2021-130519,2021-09-15,2021-09-15,"same day",NG-18355,corporate,33065,OFF-ST-10001321,24.67,2,0.2,2.16
1197,US-2021-130519,2021-09-15,2021-09-15,"same day",NG-18355,corporate,33065,FUR-FU-10003394,55.97,1,0.2,-2.1
1198,CA-2022-130946,2022-04-08,2022-04-12,"standard class",ZC-21910,consumer,77041,TEC-AC-10001990,431.93,9,0.2,64.79
1199,CA-2022-130946,2022-04-08,2022-04-12,"standard class",ZC-21910,consumer,77041,FUR-CH-10004540,95.98,4,0.3,-4.11
1200,CA-2022-130946,2022-04-08,2022-04-12,"standard class",ZC-21910,consumer,77041,OFF-BI-10004995,1088.79,4,0.8,-1850.95
1201,CA-2022-114727,2022-07-18,2022-07-24,"standard class",LS-16945,corporate,80219,FUR-CH-10002335,544.01,3,0.2,40.8
1202,CA-2022-114727,2022-07-18,2022-07-24,"standard class",LS-16945,corporate,80219,OFF-BI-10004967,1.87,3,0.7,-1.44
1203,CA-2022-114727,2022-07-18,2022-07-24,"standard class",LS-16945,corporate,80219,FUR-CH-10002331,854.35,3,0.2,10.68
1204,CA-2022-114727,2022-07-18,2022-07-24,"standard class",LS-16945,corporate,80219,OFF-ST-10002292,593.57,2,0.2,0
1205,CA-2022-114727,2022-07-18,2022-07-24,"standard class",LS-16945,corporate,80219,OFF-ST-10000689,338.04,3,0.2,-33.8
1206,CA-2023-133235,2023-08-01,2023-08-04,"first class",LH-16750,consumer,28205,TEC-PH-10002660,271.96,5,0.2,17
1207,CA-2022-137050,2022-07-14,2022-07-18,"second class",SW-20755,corporate,10009,OFF-ST-10004634,11.21,1,0,3.36
1208,CA-2022-137050,2022-07-14,2022-07-18,"second class",SW-20755,corporate,10009,OFF-BI-10002160,9.14,3,0.2,3.2
1209,CA-2022-137050,2022-07-14,2022-07-18,"second class",SW-20755,corporate,10009,OFF-FA-10002988,14.07,7,0,6.89
1210,CA-2022-137050,2022-07-14,2022-07-18,"second class",SW-20755,corporate,10009,OFF-AR-10004999,41.86,7,0,10.46
1211,CA-2022-137050,2022-07-14,2022-07-18,"second class",SW-20755,corporate,10009,OFF-BI-10001031,8.54,2,0.2,2.88
1212,CA-2022-137050,2022-07-14,2022-07-18,"second class",SW-20755,corporate,10009,FUR-BO-10004695,579.14,4,0.2,21.72
1213,US-2023-118087,2023-09-09,2023-09-13,"standard class",SP-20620,corporate,19134,FUR-CH-10004860,141.37,2,0.3,-48.47
1214,US-2023-118087,2023-09-09,2023-09-13,"standard class",SP-20620,corporate,19134,OFF-BI-10002432,3.04,2,0.7,-2.33
1215,US-2023-118087,2023-09-09,2023-09-13,"standard class",SP-20620,corporate,19134,OFF-BI-10000069,4.5,1,0.7,-3.6
1216,US-2023-118087,2023-09-09,2023-09-13,"standard class",SP-20620,corporate,19134,OFF-AR-10003602,4.67,1,0.2,1.58
1217,US-2023-118087,2023-09-09,2023-09-13,"standard class",SP-20620,corporate,19134,TEC-AC-10004469,95.88,3,0.2,28.76
1218,US-2023-118087,2023-09-09,2023-09-13,"standard class",SP-20620,corporate,19134,FUR-FU-10001867,17.02,2,0.2,1.7
1219,US-2023-118087,2023-09-09,2023-09-13,"standard class",SP-20620,corporate,19134,TEC-AC-10003174,258.7,3,0.2,64.67
1220,US-2023-118087,2023-09-09,2023-09-13,"standard class",SP-20620,corporate,19134,TEC-PH-10002200,1931.96,7,0.4,-386.39
1221,CA-2020-110184,2020-07-12,2020-07-16,"standard class",BF-11170,"home office",90036,OFF-ST-10000107,249.75,9,0,44.96
1222,CA-2020-110184,2020-07-12,2020-07-16,"standard class",BF-11170,"home office",90036,TEC-PH-10000439,255.94,8,0.2,28.79
1223,CA-2022-126004,2022-12-04,2022-12-05,"first class",BM-11140,consumer,10024,FUR-FU-10001602,113.79,3,0,20.48
1224,CA-2022-126004,2022-12-04,2022-12-05,"first class",BM-11140,consumer,10024,TEC-AC-10001432,78.15,1,0,34.39
1225,CA-2022-126004,2022-12-04,2022-12-05,"first class",BM-11140,consumer,10024,OFF-BI-10004656,1.73,1,0.2,0.6
1226,CA-2022-126004,2022-12-04,2022-12-05,"first class",BM-11140,consumer,10024,OFF-PA-10001685,40.56,4,0,19.87
1227,CA-2022-126004,2022-12-04,2022-12-05,"first class",BM-11140,consumer,10024,OFF-ST-10001418,182.94,3,0,3.66
1228,CA-2022-126004,2022-12-04,2022-12-05,"first class",BM-11140,consumer,10024,OFF-ST-10000676,193.86,2,0,11.63
1229,CA-2023-100013,2023-11-06,2023-11-11,"standard class",ZC-21910,consumer,90045,OFF-EN-10001219,15.28,2,0,7.49
1230,CA-2023-100013,2023-11-06,2023-11-11,"standard class",ZC-21910,consumer,90045,FUR-FU-10001424,8.73,1,0,2.97
1231,CA-2023-100013,2023-11-06,2023-11-11,"standard class",ZC-21910,consumer,90045,OFF-AR-10001022,5.68,2,0,1.76
1232,CA-2021-132570,2021-10-31,2021-11-02,"second class",KT-16480,consumer,14215,OFF-AR-10000369,2.78,2,0,0.72
1233,CA-2021-132570,2021-10-31,2021-11-02,"second class",KT-16480,consumer,14215,OFF-EN-10003055,79.96,2,0,35.98
1234,CA-2022-153682,2022-05-30,2022-06-01,"first class",BG-11695,corporate,45231,TEC-CO-10001046,839.99,2,0.4,70
1235,CA-2022-144344,2022-10-28,2022-10-28,"same day",PG-18820,consumer,33437,FUR-FU-10000076,47.95,3,0.2,13.79
1236,CA-2022-144344,2022-10-28,2022-10-28,"same day",PG-18820,consumer,33437,OFF-BI-10003719,37.42,5,0.7,-29.94
1237,CA-2022-144344,2022-10-28,2022-10-28,"same day",PG-18820,consumer,33437,FUR-FU-10003268,63.97,2,0.2,0
1238,CA-2022-144344,2022-10-28,2022-10-28,"same day",PG-18820,consumer,33437,FUR-FU-10003553,165.05,3,0.2,41.26
1239,CA-2020-127012,2020-08-11,2020-08-15,"standard class",GM-14680,consumer,98105,FUR-FU-10003691,12.35,1,0,5.43
1240,CA-2020-127012,2020-08-11,2020-08-15,"standard class",GM-14680,consumer,98105,OFF-AR-10003903,40.97,1,0,10.65
1241,CA-2020-127012,2020-08-11,2020-08-15,"standard class",GM-14680,consumer,98105,OFF-FA-10004854,22.96,2,0,10.79
1242,CA-2022-128727,2022-08-29,2022-09-04,"standard class",MO-17800,"home office",10024,TEC-PH-10003442,22,4,0,5.5
1243,US-2022-162859,2022-02-15,2022-02-22,"standard class",PG-18820,consumer,10009,OFF-BI-10004519,398.35,3,0.2,124.48
1244,US-2022-162859,2022-02-15,2022-02-22,"standard class",PG-18820,consumer,10009,OFF-FA-10000304,8.72,4,0,3.58
1245,CA-2023-133641,2023-05-14,2023-05-21,"standard class",EJ-14155,consumer,39503,OFF-EN-10004955,48.69,9,0,23.86
1246,CA-2020-168494,2020-12-12,2020-12-14,"second class",NP-18700,consumer,93727,FUR-TA-10004619,764.69,6,0.2,95.59
1247,CA-2020-168494,2020-12-12,2020-12-14,"second class",NP-18700,consumer,93727,FUR-TA-10003473,3610.85,12,0.2,135.41
1248,CA-2020-168494,2020-12-12,2020-12-14,"second class",NP-18700,consumer,93727,FUR-BO-10004467,254.97,3,0.15,12
1249,CA-2023-115602,2023-12-18,2023-12-24,"standard class",DJ-13630,consumer,10009,OFF-AR-10002280,38.82,6,0,17.47
1250,CA-2023-115602,2023-12-18,2023-12-24,"standard class",DJ-13630,consumer,10009,FUR-CH-10001708,1141.94,9,0.1,139.57
1251,CA-2023-115602,2023-12-18,2023-12-24,"standard class",DJ-13630,consumer,10009,OFF-AP-10000891,1704.56,13,0,511.37
1252,CA-2023-115602,2023-12-18,2023-12-24,"standard class",DJ-13630,consumer,10009,OFF-AR-10000462,3.2,2,0,1.38
1253,CA-2021-154956,2021-07-04,2021-07-09,"standard class",IM-15070,consumer,53209,TEC-PH-10004165,1099.96,4,0,285.99
1254,CA-2023-144638,2023-03-10,2023-03-14,"standard class",MH-18115,"home office",19013,OFF-AR-10003958,5.25,2,0.2,0.59
1255,CA-2023-144638,2023-03-10,2023-03-14,"standard class",MH-18115,"home office",19013,TEC-PH-10000149,35.91,3,0.4,-8.38
1256,CA-2023-144638,2023-03-10,2023-03-14,"standard class",MH-18115,"home office",19013,FUR-FU-10003724,6.7,1,0.2,0.5
1257,CA-2023-144638,2023-03-10,2023-03-14,"standard class",MH-18115,"home office",19013,FUR-FU-10003535,43.87,2,0.2,11.52
1258,US-2022-168620,2022-12-24,2022-12-28,"second class",RB-19795,"home office",28205,OFF-BI-10001575,27.88,3,0.7,-20.45
1259,US-2022-168620,2022-12-24,2022-12-28,"second class",RB-19795,"home office",28205,OFF-ST-10003716,540.05,3,0.2,-47.25
1260,US-2022-168620,2022-12-24,2022-12-28,"second class",RB-19795,"home office",28205,TEC-AC-10004469,255.68,8,0.2,76.7
1261,CA-2023-117079,2023-10-23,2023-10-27,"standard class",JR-15700,consumer,32216,TEC-PH-10004586,863.88,3,0.2,107.98
1262,US-2022-144393,2022-10-28,2022-11-04,"standard class",SM-20950,corporate,27834,OFF-BI-10004236,17.62,4,0.7,-14.09
1263,CA-2023-105053,2023-07-07,2023-07-09,"second class",CS-12355,consumer,11561,OFF-BI-10001634,17.47,3,0.2,6.33
1264,CA-2022-155992,2022-10-01,2022-10-02,"first class",CC-12220,consumer,46350,TEC-PH-10000215,69.9,2,0,18.87
1265,CA-2022-155992,2022-10-01,2022-10-02,"first class",CC-12220,consumer,46350,FUR-FU-10003724,41.85,5,0,10.88
1266,CA-2023-110380,2023-09-02,2023-09-07,"standard class",PF-19225,consumer,94122,OFF-AR-10000422,6.57,3,0,1.77
1267,US-2020-167738,2020-12-24,2020-12-29,"standard class",JC-16105,corporate,90045,OFF-ST-10003306,142.86,1,0,41.43
1268,US-2020-167738,2020-12-24,2020-12-29,"standard class",JC-16105,corporate,90045,FUR-CH-10001146,292.27,6,0.2,18.27
1269,CA-2023-121412,2023-09-23,2023-09-27,"standard class",BG-11695,corporate,80027,FUR-FU-10000246,29.33,3,0.2,3.67
1270,CA-2023-100426,2023-06-04,2023-06-08,"standard class",DC-12850,consumer,35630,OFF-PA-10002870,12.48,2,0,5.62
1271,US-2022-103646,2022-04-21,2022-04-26,"standard class",SP-20545,corporate,60623,OFF-ST-10000563,102.34,4,0.2,-12.79
1272,US-2022-103646,2022-04-21,2022-04-26,"standard class",SP-20545,corporate,60623,OFF-AP-10004487,48.79,3,0.8,-126.86
1273,US-2022-103646,2022-04-21,2022-04-26,"standard class",SP-20545,corporate,60623,OFF-BI-10002854,44.85,8,0.8,-67.27
1274,CA-2022-119186,2022-05-26,2022-05-26,"same day",MS-17710,consumer,76106,OFF-PA-10004621,10.37,2,0.2,3.63
1275,CA-2022-119186,2022-05-26,2022-05-26,"same day",MS-17710,consumer,76106,FUR-CH-10001973,388.43,5,0.3,-88.78
1276,CA-2022-119186,2022-05-26,2022-05-26,"same day",MS-17710,consumer,76106,OFF-PA-10004040,14.35,3,0.2,5.2
1277,CA-2022-119186,2022-05-26,2022-05-26,"same day",MS-17710,consumer,76106,TEC-AC-10000580,63.99,1,0.2,-7.2
1278,CA-2022-148698,2022-05-02,2022-05-07,"standard class",BD-11770,consumer,77070,OFF-AR-10004022,86.35,3,0.2,5.4
1279,CA-2020-163293,2020-09-08,2020-09-11,"first class",KC-16255,corporate,31204,TEC-AC-10004209,32.97,3,0,12.86
1280,CA-2020-163293,2020-09-08,2020-09-11,"first class",KC-16255,corporate,31204,TEC-AC-10000023,83.88,4,0,30.2
1281,CA-2022-160815,2022-09-05,2022-09-06,"first class",TR-21325,consumer,52402,TEC-PH-10003505,278.4,3,0,80.74
1282,CA-2023-122154,2023-04-09,2023-04-11,"first class",SA-20830,consumer,32216,OFF-LA-10000121,15.12,3,0.2,4.91
1283,CA-2023-122154,2023-04-09,2023-04-11,"first class",SA-20830,consumer,32216,OFF-BI-10002026,17.43,1,0.7,-13.36
1284,CA-2023-122154,2023-04-09,2023-04-11,"first class",SA-20830,consumer,32216,OFF-PA-10000994,251.64,3,0.2,88.07
1285,US-2021-149692,2021-12-06,2021-12-12,"standard class",KW-16435,consumer,78745,OFF-BI-10002813,2.77,7,0.8,-4.85
1286,CA-2022-119445,2022-06-26,2022-07-03,"standard class",GM-14500,consumer,2908,OFF-ST-10000617,14.9,5,0,1.04
1287,CA-2021-124268,2021-07-04,2021-07-08,"standard class",AD-10180,"home office",10035,OFF-AR-10004817,15.48,3,0,4.49
1288,CA-2022-154711,2022-11-22,2022-11-26,"standard class",TB-21355,corporate,10009,FUR-FU-10000397,39.88,2,0,11.17
1289,CA-2022-154711,2022-11-22,2022-11-26,"standard class",TB-21355,corporate,10009,OFF-BI-10000605,12.19,4,0.2,4.11
1290,CA-2022-154711,2022-11-22,2022-11-26,"standard class",TB-21355,corporate,10009,OFF-AR-10001860,20.82,3,0,7.5
1291,CA-2022-163384,2022-11-10,2022-11-12,"first class",CC-12430,"home office",94122,OFF-BI-10004970,13.22,4,0.2,4.46
1292,CA-2022-163384,2022-11-10,2022-11-12,"first class",CC-12430,"home office",94122,OFF-PA-10003172,32.4,5,0,15.55
1293,CA-2021-101707,2021-08-27,2021-09-01,"standard class",PF-19165,consumer,92105,OFF-SU-10001218,32.94,3,0,9.22
1294,CA-2021-101707,2021-08-27,2021-09-01,"standard class",PF-19165,consumer,92105,OFF-PA-10002968,114.2,5,0,52.53
1295,CA-2021-101707,2021-08-27,2021-09-01,"standard class",PF-19165,consumer,92105,OFF-LA-10000134,3.08,1,0,1.48
1296,CA-2021-138898,2021-05-25,2021-05-29,"standard class",JH-16180,consumer,81001,OFF-AP-10004487,845.73,13,0.2,84.57
1297,CA-2023-115427,2023-12-30,2024-01-03,"standard class",EB-13975,corporate,94533,OFF-BI-10002103,13.9,2,0.2,4.52
1298,CA-2023-115427,2023-12-30,2024-01-03,"standard class",EB-13975,corporate,94533,OFF-BI-10004632,20.72,2,0.2,6.48
1299,CA-2022-134425,2022-12-08,2022-12-12,"second class",QJ-19255,corporate,55106,TEC-PH-10003555,114.95,5,0,2.3
1300,CA-2021-121391,2021-10-04,2021-10-07,"first class",AA-10315,consumer,94109,OFF-ST-10001590,26.96,2,0,7.01
1301,CA-2022-137043,2022-12-23,2022-12-25,"second class",LC-17140,consumer,22153,FUR-FU-10003664,572.76,6,0,166.1
1302,CA-2022-137043,2022-12-23,2022-12-25,"second class",LC-17140,consumer,22153,FUR-FU-10003664,286.38,3,0,83.05
1303,CA-2021-115847,2021-09-19,2021-09-24,"second class",TC-21535,"home office",22204,FUR-BO-10003433,61.96,2,0,4.34
1304,US-2023-126179,2023-07-03,2023-07-07,"standard class",CS-12460,consumer,31907,FUR-FU-10002554,23.99,1,0,5.52
1305,US-2023-126179,2023-07-03,2023-07-07,"standard class",CS-12460,consumer,31907,TEC-PH-10001557,287.97,3,0,77.75
1306,CA-2022-101966,2022-07-14,2022-07-16,"second class",BM-11785,consumer,77036,TEC-PH-10003437,419.94,7,0.2,52.49
1307,CA-2022-141397,2022-06-20,2022-06-21,"first class",RC-19825,consumer,91104,OFF-PA-10002986,46.76,7,0,22.44
1308,CA-2022-141397,2022-06-20,2022-06-21,"first class",RC-19825,consumer,91104,OFF-BI-10000320,17.71,3,0.2,6.42
1309,CA-2022-141397,2022-06-20,2022-06-21,"first class",RC-19825,consumer,91104,OFF-AP-10003971,21.78,2,0,5.66
1310,CA-2022-141397,2022-06-20,2022-06-21,"first class",RC-19825,consumer,91104,OFF-ST-10001469,161.94,3,0,9.72
1311,CA-2022-141397,2022-06-20,2022-06-21,"first class",RC-19825,consumer,91104,FUR-CH-10003846,161.57,2,0.2,-8.08
1312,CA-2022-141082,2022-12-09,2022-12-13,"standard class",FM-14380,consumer,1841,OFF-LA-10001404,3.69,1,0,1.73
1313,CA-2022-141082,2022-12-09,2022-12-13,"standard class",FM-14380,consumer,1841,OFF-LA-10001474,122.12,4,0,56.18
1314,US-2022-134488,2022-09-24,2022-10-01,"standard class",PK-19075,consumer,43229,FUR-CH-10003199,155.37,2,0.3,-13.32
1315,CA-2022-145919,2022-12-18,2022-12-23,"standard class",HG-14965,corporate,90032,OFF-PA-10003072,38.88,6,0,18.66
1316,CA-2022-145919,2022-12-18,2022-12-23,"standard class",HG-14965,corporate,90032,FUR-FU-10004960,183.84,8,0,62.51
1317,CA-2022-145919,2022-12-18,2022-12-23,"standard class",HG-14965,corporate,90032,OFF-SU-10003505,579.3,5,0,28.96
1318,CA-2023-157651,2023-12-10,2023-12-14,"standard class",HA-14920,consumer,19120,TEC-AC-10003116,14.2,1,0.2,3.37
1319,CA-2020-160773,2020-07-01,2020-07-05,"standard class",LW-16825,corporate,32725,TEC-PH-10004586,575.92,2,0.2,71.99
1320,CA-2020-160773,2020-07-01,2020-07-05,"standard class",LW-16825,corporate,32725,OFF-BI-10000546,5.18,6,0.7,-3.63
1321,CA-2023-167703,2023-02-03,2023-02-08,"standard class",MC-17575,consumer,45231,OFF-BI-10002071,5.23,3,0.7,-4.18
1322,CA-2023-167703,2023-02-03,2023-02-08,"standard class",MC-17575,consumer,45231,OFF-ST-10001490,285.55,2,0.2,35.69
1323,CA-2023-121804,2023-03-03,2023-03-08,"standard class",LP-17095,consumer,42071,OFF-AP-10004859,72.8,5,0,19.66
1324,CA-2023-162635,2023-10-09,2023-10-10,"first class",EB-14170,consumer,28403,OFF-PA-10002659,10.82,4,0.2,3.52
1325,CA-2020-107153,2020-09-28,2020-10-03,"standard class",GZ-14545,corporate,1841,OFF-ST-10001321,46.26,3,0,12.49
